PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
4696,,,,,,,,,C1279494,Entire pulmonic area
4697,C0700201,Dyssomnias,,,,,,,,
4697,,,C0018834,Heartburn,,,,,,
4697,,,C0011991,Diarrhea,,,,,,
4697,,,C0009806,Constipation,,,,,,
4697,,,C1291077,Abdominal bloating,,,,,,
4697,,,,,,,,,C1278920,Entire stomach
4697,,,,,,,,,C0040132,Thyroid Gland
4697,,,,,,,,,C0699819,Gut
4697,,,,,,,,,C0021853,Intestines
4698,C0024117,Chronic Obstructive Airway Disease,,,,,,,,
4698,,,C0027497,Nausea,,,,,,
4698,,,C0015672,Fatigue,,,,,,
4698,,,C0392171,Influenza-like symptoms,,,,,,
4698,,,C0600142,Hot flushes,,,,,,
4698,,,,,,,,,C0018563,Hand
4698,,,,,,,,,C0018494,Hair
4698,,,,,,,,,C0016504,Foot
4699,C0030517,Parathyroid Diseases,,,,,,,,
4699,,,C0221512,Stomach ache,,,,,,
4699,,,C0027497,Nausea,,,,,,
4699,,,C0015672,Fatigue,,,,,,
4699,,,C0020175,Hunger,,,,,,
4699,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4699,,,C0030193,Pain,,,,,,
4699,,,C0023380,Lethargy,,,,,,
4699,,,C1579931,Depressed - symptom,,,,,,
4699,,,C3257980,Other symptoms,,,,,,
4699,,,C0234233,Sore to touch,,,,,,
4699,,,C0392674,Exhaustion,,,,,,
4699,,,,,C0392920,Chemotherapy Regimen,,,,
4699,,,,,C0184898,Surgical incisions,,,,
4699,,,,,C1293134,Enlargement procedure,,,,
4699,,,,,C1522449,Therapeutic radiology procedure,,,,
4699,,,,,,,C3212979,Iodine Pill,,
4699,,,,,,,,,C0018787,Heart
4699,,,,,,,,,C0040132,Thyroid Gland
4699,,,,,,,,,C1278878,Entire thyroid gland
4699,,,,,,,,,C0746922,Anatomic Node
4699,,,,,,,,,C0018563,Hand
4699,,,,,,,,,C0228505,Nodulus cerebelli
4699,,,,,,,,,C0006104,Brain
4699,,,,,,,,,C0038351,Stomach
4699,,,,,,,,,C0005847,Blood Vessel
4699,,,,,,,,,C0229985,Surgical margins
4699,,,,,,,,,C2330838,Left flocculus of cerebellum
4699,,,,,,,,,C1281591,Entire face
4699,,,,,,,,,C0042449,Veins
4699,,,,,,,,,C0008919,Claw
4699,,,,,,,,,C0796494,lobe
4699,,,,,,,,,C0031354,Pharyngeal structure
4699,,,,,,,,,C0030518,Parathyroid gland
4699,,,,,,,,,C0423866,Lanugo
4700,C0030517,Parathyroid Diseases,,,,,,,,
4700,,,C0030794,Pelvic Pain,,,,,,
4701,C0030517,Parathyroid Diseases,,,,,,,,
4701,,,C0015672,Fatigue,,,,,,
4701,,,C0013456,Earache,,,,,,
4701,,,C1579931,Depressed - symptom,,,,,,
4701,,,C0028081,Night sweats,,,,,,
4701,,,,,,,,,C0040132,Thyroid Gland
4702,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4702,,,C0239739,Tenderness of gums,,,,,,
4702,,,C0030193,Pain,,,,,,
4702,,,,,,,,,C0040132,Thyroid Gland
4702,,,,,,,,,C0017562,Gingiva
4702,,,,,,,,,C0040426,Tooth structure
4703,C0178468,Autoimmune thyroid disease,,,,,,,,
4704,C0030517,Parathyroid Diseases,,,,,,,,
4704,,,C0008031,Chest Pain,,,,,,
4705,C0342208,Multinodular goiter,,,,,,,,
4705,,,,,,,,,C1281592,Entire neck
4706,C0030517,Parathyroid Diseases,,,,,,,,
4706,,,,,,,,,C0040132,Thyroid Gland
4707,C0030517,Parathyroid Diseases,,,,,,,,
4707,,,C0030193,Pain,,,,,,
4707,,,C0040822,Tremor,,,,,,
4707,,,,,C0087111,Therapeutic procedure,,,,
4707,,,,,,,,,C0040132,Thyroid Gland
4707,,,,,,,,,C1281591,Entire face
4707,,,,,,,,,C1281592,Entire neck
4708,C0042029,Urinary tract infection,,,,,,,,
4708,,,C0221423,Illness (finding),,,,,,
4708,,,C0009806,Constipation,,,,,,
4708,,,C0030193,Pain,,,,,,
4709,C0030517,Parathyroid Diseases,,,,,,,,
4709,,,,,,,,,C0030518,Parathyroid gland
4710,C0030517,Parathyroid Diseases,,,,,,,,
4710,,,,,,,,,C1281590,Entire head
4710,,,,,,,,,C0030518,Parathyroid gland
4711,C0030517,Parathyroid Diseases,,,,,,,,
4711,,,C0542476,Forgetful,,,,,,
4711,,,C0857027,Feeling Sick,,,,,,
4711,,,C0392171,Influenza-like symptoms,,,,,,
4711,,,C0015672,Fatigue,,,,,,
4711,,,C0009269,Cold intolerance,,,,,,
4711,,,C0239833,Hand pain,,,,,,
4711,,,C0151908,Dry skin,,,,,,
4711,,,C0018681,Headache,,,,,,
4711,,,,,C1522704,Exercise Pain Management,,,,
4711,,,,,C0086153,Dietary Modification,,,,
4711,,,,,C0029151,Oral contraception,,,,
4711,,,,,,,,,C0699819,Gut
4711,,,,,,,,,C0018494,Hair
4711,,,,,,,,,C0006104,Brain
4712,C0030517,Parathyroid Diseases,,,,,,,,
4712,,,C3714552,Weakness,,,,,,
4712,,,,,,,,,C0030518,Parathyroid gland
4713,C0030517,Parathyroid Diseases,,,,,,,,
4713,,,,,,,,,C0030518,Parathyroid gland
4714,C0030517,Parathyroid Diseases,,,,,,,,
4714,,,C0018834,Heartburn,,,,,,
4714,,,C0557875,Tired,,,,,,
4714,,,C0015672,Fatigue,,,,,,
4715,C0030517,Parathyroid Diseases,,,,,,,,
4715,,,C0596601,gastrointestinal gas,,,,,,
4715,,,,,,,,,C0030518,Parathyroid gland
4716,C0030517,Parathyroid Diseases,,,,,,,,
4716,,,C0235108,Feeling tense,,,,,,
4716,,,,,,,,,C0027532,Skeletal muscle structure of neck
4716,,,,,,,,,C0040132,Thyroid Gland
4716,,,,,,,,,C1280698,Entire throat (surface region of neck)
4717,C0030517,Parathyroid Diseases,,,,,,,,
4717,,,C0018681,Headache,,,,,,
4717,,,C0683369,Clouded consciousness,,,,,,
4719,C0037205,Sirenomelia,,,,,,,,
4719,,,C0039070,Syncope,,,,,,
4720,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
4720,,,,,C0279354,dianhydrogalactitol/etoposide,,,,
4720,,,,,C0193959,Tonsillectomy and adenoidectomy,,,,
4720,,,,,C0185051,Removal by grinding,,,,
4720,,,,,,,,,C0229299,Left ear structure
4720,,,,,,,,,C1281590,Entire head
4720,,,,,,,,,C0229298,Right ear structure
4720,,,,,,,,,C0031354,Pharyngeal structure
4720,,,,,,,,,C0927940,Left tympanic membrane
4720,,,,,,,,,C0521421,Entire ear
4724,C0020550,Hyperthyroidism,,,,,,,,
4724,,,,,,,,,C0040132,Thyroid Gland
4727,C0699744,Infection of ear,,,,,,,,
4727,,,,,,,,,C0521421,Entire ear
4729,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4729,,,,,,,,,C1281590,Entire head
4730,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4730,,,,,,,,,C1281590,Entire head
4734,C0020538,Hypertensive disease,,,,,,,,
4734,,,C2242996,Has tingling sensation,,,,,,
4734,,,C0004604,Back Pain,,,,,,
4734,,,,,,,,,C0018787,Heart
4734,,,,,,,,,C1269612,Entire upper arm
4734,,,,,,,,,C0521421,Entire ear
4738,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4738,,,,,,,,,C0521421,Entire ear
4739,C0037199,Sinusitis,,,,,,,,
4739,,,,,C0087111,Therapeutic procedure,,,,
4739,,,,,C1959633,Spatial guidance for medical procedure,,,,
4739,,,,,,,,,C0229298,Right ear structure
4741,C0012634,Disease,,,,,,,,
4741,,,C1517205,Flare,,,,,,
4743,C0242126,thread worm,,,,,,,,
4743,,,C0033774,Pruritus,,,,,,
4744,C0242126,thread worm,,,,,,,,
4744,,,C0011991,Diarrhea,,,,,,
4744,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4744,,,,,,,,,C1278920,Entire stomach
4745,C0018889,Helminthiasis,,,,,,,,
4746,C0242126,thread worm,,,,,,,,
4746,,,C0033774,Pruritus,,,,,,
4746,,,,,C0152277,Incision and drainage,,,,
4746,,,,,,,,,C0018563,Hand
4746,,,,,,,,,C0229962,Body part
4746,,,,,,,,,C0521421,Entire ear
4746,,,,,,,,,C0028429,Nose
4747,C0242126,thread worm,,,,,,,,
4747,,,C0235706,back discomfort,,,,,,
4747,,,C0231218,Malaise,,,,,,
4747,,,C0033774,Pruritus,,,,,,
4747,,,C2242996,Has tingling sensation,,,,,,
4747,,,,,C0332293,Treated with,,,,
4747,,,,,,,,,C0003461,Anus
4747,,,,,,,,,C0006104,Brain
4747,,,,,,,,,C1184743,bony process
4748,C0242126,thread worm,,,,,,,,
4748,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4748,,,C0033774,Pruritus,,,,,,
4748,,,,,,,,,C0003461,Anus
4749,C0242126,thread worm,,,,,,,,
4749,,,C0033774,Pruritus,,,,,,
4749,,,,,,,,,C0003461,Anus
4750,C0242126,thread worm,,,,,,,,
4750,,,C0033774,Pruritus,,,,,,
4750,,,C0239181,Intermittent diarrhea,,,,,,
4750,,,,,C0011209,Obstetric Delivery,,,,
4750,,,,,C0087111,Therapeutic procedure,,,,
4750,,,,,,,,,C0027342,Nail plate
4750,,,,,,,,,C0042232,Vagina
4750,,,,,,,,,C0003461,Anus
4750,,,,,,,,,C0018563,Hand
4750,,,,,,,,,C1184743,bony process
4750,,,,,,,,,C0021853,Intestines
4751,C0242126,thread worm,,,,,,,,
4751,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4751,,,C0026821,Muscle Cramp,,,,,,
4751,,,,,,,,,C1278920,Entire stomach
4751,,,,,,,,,C1281590,Entire head
4751,,,,,,,,,C0025148,Medulla Oblongata
4751,,,,,,,,,C0018563,Hand
4751,,,,,,,,,C0005682,Urinary Bladder
4751,,,,,,,,,C0018494,Hair
4751,,,,,,,,,C0521421,Entire ear
4751,,,,,,,,,C1269078,Entire upper limb
4751,,,,,,,,,C1281592,Entire neck
4751,,,,,,,,,C0028429,Nose
4752,C0242126,thread worm,,,,,,,,
4752,,,C0033774,Pruritus,,,,,,
4752,,,,,,,,,C1278985,Entire vagina
4752,,,,,,,,,C0015392,Eye
4752,,,,,,,,,C0521421,Entire ear
4752,,,,,,,,,C0028429,Nose
4753,C0012634,Disease,,,,,,,,
4753,,,C0231218,Malaise,,,,,,
4753,,,C0030193,Pain,,,,,,
4753,,,,,,,,,C0039597,Testis
4753,,,,,,,,,C0227997,Structure of right testis
4754,C0012634,Disease,,,,,,,,
4754,,,C0234238,Ache,,,,,,
4754,,,C0030193,Pain,,,,,,
4754,,,C0039591,Pain in testicle,,,,,,
4754,,,,,C0013931,Embolization| Therapeutic,,,,
4754,,,,,,,,,C0230102,Lower back structure
4754,,,,,,,,,C0039597,Testis
4754,,,,,,,,,C1279606,Entire left lower leg
4754,,,,,,,,,C0227998,Structure of left testis
4754,,,,,,,,,C0227997,Structure of right testis
4754,,,,,,,,,C0037949,Vertebral column
4755,C0012634,Disease,,,,,,,,
4755,,,C0231218,Malaise,,,,,,
4755,,,C0234254,Radiating pain,,,,,,
4755,,,C0030193,Pain,,,,,,
4755,,,C0282005,Swelling of scrotum,,,,,,
4755,,,C0039591,Pain in testicle,,,,,,
4755,,,,,C0150141,Bathing,,,,
4755,,,,,C0152277,Incision and drainage,,,,
4755,,,,,,,,,C0039597,Testis
4755,,,,,,,,,C0036471,Scrotum
4755,,,,,,,,,C0230415,Right lower extremity
4755,,,,,,,,,C0227997,Structure of right testis
4755,,,,,,,,,C0005847,Blood Vessel
4756,C0012634,Disease,,,,,,,,
4756,,,C0033774,Pruritus,,,,,,
4756,,,C0030193,Pain,,,,,,
4756,,,,,,,,,C0039597,Testis
4761,C0039503,Tendinitis,,,,,,,,
4761,,,C3714552,Weakness,,,,,,
4761,,,,,,,,,C1305417,Entire elbow region
4761,,,,,,,,,C1269612,Entire upper arm
4761,,,,,,,,,C0019552,Hip structure
4761,,,,,,,,,C0022742,Knee
4761,,,,,,,,,C0016504,Foot
4761,,,,,,,,,C0039508,Tendon structure
4762,C0001175,Acquired Immunodeficiency Syndrome,,,,,,,,
4762,,,C0231218,Malaise,,,,,,
4762,,,C0423571,Abnormal sensation,,,,,,
4762,,,C0030193,Pain,,,,,,
4762,,,,,C0452240,Physical therapy exercises,,,,
4762,,,,,,,,,C0001074,Structure of achilles tendon
4762,,,,,,,,,C1281587,Entire foot
4765,C0263933,Achilles tendinitis,,,,,,,,
4765,,,C1442877,Sore skin,,,,,,
4765,,,C0427149,Gait| Drop Foot,,,,,,
4765,,,,,,,,,C1281587,Entire foot
4766,C0038012,Spondylitis,,,,,,,,
4766,,,,,C3814046,PAD Regimen,,,,
4766,,,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,
4766,,,,,,,,,C0001074,Structure of achilles tendon
4766,,,,,,,,,C1281587,Entire foot
4766,,,,,,,,,C1281592,Entire neck
4766,,,,,,,,,C0262950,Skeletal bone
4767,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,,
4767,,,C0557875,Tired,,,,,,
4767,,,C0030193,Pain,,,,,,
4767,,,C0683369,Clouded consciousness,,,,,,
4767,,,,,C0949766,Physical therapy,,,,
4767,,,,,C0024875,Massage,,,,
4767,,,,,,,,,C0040067,Thumb structure
4767,,,,,,,,,C1288948,Entire right hand
4767,,,,,,,,,C1280541,Entire nerve
4767,,,,,,,,,C1281584,Entire finger
4767,,,,,,,,,C1281583,Entire hand
4767,,,,,,,,,C0039508,Tendon structure
4783,C0014518,Toxic Epidermal Necrolysis,,,,,,,,
4783,,,C0234238,Ache,,,,,,
4783,,,C0030193,Pain,,,,,,
4783,,,,,C0872145,Directly Observed Therapy,,,,
4783,,,,,,,,,C1305417,Entire elbow region
4783,,,,,,,,,C1269612,Entire upper arm
4783,,,,,,,,,C0223680,Bone structure of forearm
4783,,,,,,,,,C0423866,Lanugo
4784,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4784,,,C0231218,Malaise,,,,,,
4784,,,C0085624,Burning sensation,,,,,,
4784,,,C0234230,Pain| Burning,,,,,,
4784,,,C0030193,Pain,,,,,,
4784,,,C0751372,Nerve Pain,,,,,,
4784,,,,,C0374711,Surgical repair,,,,
4784,,,,,C0204558,Group reassurance,,,,
4784,,,,,C3536731,Massage Therapy,,,,
4784,,,,,,,,,C0018534,Hallux structure
4784,,,,,,,,,C0040357,Toes
4784,,,,,,,,,C0001074,Structure of achilles tendon
4784,,,,,,,,,C0022122,Bone structure of ischium
4784,,,,,,,,,C1305418,Entire calf of leg (body structure)
4784,,,,,,,,,C1280541,Entire nerve
4784,,,,,,,,,C1281587,Entire foot
4784,,,,,,,,,C1184743,bony process
4785,C0012634,Disease,,,,,,,,
4785,,,,,C0683525,treatment options,,,,
4785,,,,,,,,,C0034014,Bone structure of pubis
4790,C0014518,Toxic Epidermal Necrolysis,,,,,,,,
4790,,,C0234238,Ache,,,,,,
4790,,,C0030193,Pain,,,,,,
4790,,,,,C0184898,Surgical incisions,,,,
4790,,,,,C0152054,Therapeutic tactile stimulation,,,,
4790,,,,,C0439775,Elevation procedure,,,,
4790,,,,,C0024875,Massage,,,,
4790,,,,,,,,,C0460149,Peroneal tendon
4790,,,,,,,,,C1281587,Entire foot
4791,C0012634,Disease,,,,,,,,
4791,,,,,,,,,C0039597,Testis
4791,,,,,,,,,C0042027,Urinary tract
4791,,,,,,,,,C0030851,penis
4793,C0012634,Disease,,,,,,,,
4793,,,C0030193,Pain,,,,,,
4793,,,,,,,,,C0227998,Structure of left testis
4794,C0012634,Disease,,,,,,,,
4794,,,C0030193,Pain,,,,,,
4794,,,,,C0278911,ifosfamide/lomustine/vinblastine,,,,
4794,,,,,,,,,C1280740,Entire scrotum
4794,,,,,,,,,C1184743,bony process
4795,C0012634,Disease,,,,,,,,
4795,,,C0033774,Pruritus,,,,,,
4795,,,C0030193,Pain,,,,,,
4795,,,,,,,,,C1281591,Entire face
4796,C0012634,Disease,,,,,,,,
4796,,,C0234238,Ache,,,,,,
4796,,,C0012833,Dizziness,,,,,,
4796,,,C0030193,Pain,,,,,,
4796,,,,,,,,,C0039597,Testis
4796,,,,,,,,,C1279606,Entire left lower leg
4796,,,,,,,,,C0227998,Structure of left testis
4797,C3542022,SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME,,,,,,,,
4797,,,C0037088,Signs and Symptoms,,,,,,
4797,,,,,C0204558,Group reassurance,,,,
4797,,,,,C0152054,Therapeutic tactile stimulation,,,,
4797,,,,,,,,,C0039597,Testis
4797,,,,,,,,,C0036471,Scrotum
4797,,,,,,,,,C0014533,Epididymis
4797,,,,,,,,,C1281584,Entire finger
4798,C0012634,Disease,,,,,,,,
4798,,,C0234238,Ache,,,,,,
4798,,,C0030193,Pain,,,,,,
4798,,,,,,,,,C0228023,Head of epididymis
4798,,,,,,,,,C0227997,Structure of right testis
4799,C0012634,Disease,,,,,,,,
4799,,,C0231218,Malaise,,,,,,
4799,,,C3714552,Weakness,,,,,,
4799,,,C0030193,Pain,,,,,,
4799,,,,,,,,,C0039597,Testis
4799,,,,,,,,,C0262950,Skeletal bone
4800,C0012634,Disease,,,,,,,,
4800,,,C0085624,Burning sensation,,,,,,
4800,,,,,C0332293,Treated with,,,,
4800,,,,,,,,,C0036471,Scrotum
4800,,,,,,,,,C1281594,Entire abdomen
4800,,,,,,,,,C1281591,Entire face
4800,,,,,,,,,C0016504,Foot
4801,C0012634,Disease,,,,,,,,
4801,,,C0406671,Burning scrotum,,,,,,
4801,,,C0085624,Burning sensation,,,,,,
4801,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4801,,,,,C1533685,Injection procedure,,,,
4801,,,,,,,,,C0039597,Testis
4801,,,,,,,,,C0005682,Urinary Bladder
4801,,,,,,,,,C1281574,Entire urethra
4801,,,,,,,,,C1278980,Entire prostate
4802,C0014534,Epididymitis,,,,,,,,
4802,,,,,C0042387,Vasectomy,,,,
4802,,,,,,,,,C0039597,Testis
4802,,,,,,,,,C1280344,Entire vas deferens
4802,,,,,,,,,C1278982,Entire epididymis
4803,C0012634,Disease,,,,,,,,
4803,,,,,,,,,C0039597,Testis
4803,,,,,,,,,C0227998,Structure of left testis
4803,,,,,,,,,C1281591,Entire face
4804,C0012634,Disease,,,,,,,,
4804,,,C0028643,Numbness,,,,,,
4804,,,C0030193,Pain,,,,,,
4805,C0012634,Disease,,,,,,,,
4805,,,C0030193,Pain,,,,,,
4805,,,,,C0184661,Interventional procedure,,,,
4805,,,,,,,,,C0039597,Testis
4806,C0012634,Disease,,,,,,,,
4806,,,C0150055,Chronic pain,,,,,,
4806,,,C0236078,Pain in scrotum,,,,,,
4806,,,,,C1522415,Deafferentation procedure,,,,
4806,,,,,C0002766,Pain management,,,,
4806,,,,,C0087111,Therapeutic procedure,,,,
4806,,,,,,,,,C0036471,Scrotum
4806,,,,,,,,,C1278983,Entire spermatic cord
4807,C0012634,Disease,,,,,,,,
4807,,,C0240717,Perineal pain,,,,,,
4807,,,C0392171,Influenza-like symptoms,,,,,,
4807,,,C0085624,Burning sensation,,,,,,
4807,,,C0030193,Pain,,,,,,
4807,,,C0455270,Sharp pain,,,,,,
4807,,,C0232495,Lower abdominal pain,,,,,,
4807,,,C0039591,Pain in testicle,,,,,,
4807,,,,,,,,,C0230102,Lower back structure
4807,,,,,,,,,C0039597,Testis
4807,,,,,,,,,C0009194,Bone structure of coccyx
4807,,,,,,,,,C0005682,Urinary Bladder
4807,,,,,,,,,C1281594,Entire abdomen
4808,C0011849,Diabetes Mellitus,,,,,,,,
4808,,,C0234238,Ache,,,,,,
4808,,,C0009806,Constipation,,,,,,
4808,,,C0231218,Malaise,,,,,,
4808,,,,,C1522704,Exercise Pain Management,,,,
4808,,,,,,,,,C0039597,Testis
4808,,,,,,,,,C0033572,Prostate
4808,,,,,,,,,C0040408,Tongue
4809,C0012634,Disease,,,,,,,,
4809,,,C0039591,Pain in testicle,,,,,,
4809,,,,,C0472656,Embolization of varicocele,,,,
4809,,,,,C3687832,DRUGS,,,,
4809,,,,,C0184661,Interventional procedure,,,,
4810,C0012634,Disease,,,,,,,,
4810,,,C0497481,Pain in penis,,,,,,
4810,,,C0030193,Pain,,,,,,
4810,,,C2896456,Pain in left thigh,,,,,,
4810,,,,,C0152060,Transection (procedure),,,,
4810,,,,,,,,,C1281586,Entire thigh
4811,C0730321,Punctate inner choroidopathy,,,,,,,,
4811,,,,,C0021485,Injection of therapeutic agent,,,,
4813,C0014175,Endometriosis,,,,,,,,
4813,,,,,C1883297,laparoscopy (therapeutic),,,,
4813,,,,,C0872104,Assisted Reproductive Technologies,,,,
4813,,,,,C0679637,major surgery,,,,
4821,C0154298,Acute posthaemorrhagic anaemia,,,,,,,,
4821,,,,,C0005841,Blood Transfusion,,,,
4821,,,,,C0020699,Hysterectomy,,,,
4821,,,,,C0013931,Embolization| Therapeutic,,,,
4826,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4826,,,C0851121,digestive problem,,,,,,
4830,C0009450,Communicable Diseases,,,,,,,,
4830,,,C0231218,Malaise,,,,,,
4830,,,C0030193,Pain,,,,,,
4830,,,,,C0013931,Embolization| Therapeutic,,,,
4833,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
4833,,,C0392674,Exhaustion,,,,,,
4833,,,,,C0454348,Back exercises,,,,
4833,,,,,C1522704,Exercise Pain Management,,,,
4833,,,,,,,,,C1281590,Entire head
4837,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4837,,,C0850045,intestinal pain,,,,,,
4837,,,C0221512,Stomach ache,,,,,,
4837,,,C0234238,Ache,,,,,,
4837,,,C0009806,Constipation,,,,,,
4837,,,C0231218,Malaise,,,,,,
4837,,,C0030193,Pain,,,,,,
4837,,,C1446787,Cramping sensation quality,,,,,,
4837,,,C0004604,Back Pain,,,,,,
4837,,,,,C0184661,Interventional procedure,,,,
4837,,,,,,,,,C1278920,Entire stomach
4837,,,,,,,,,C1281586,Entire thigh
4838,C0007789,Cerebral Palsy,,,,,,,,
4838,,,,,C0374711,Surgical repair,,,,
4838,,,,,C0002915,General Anesthesia,,,,
4841,C0027051,Myocardial Infarction,,,,,,,,
4841,,,,,C0152060,Transection (procedure),,,,
4841,,,,,,,,,C0018787,Heart
4841,,,,,,,,,C0022742,Knee
4841,,,,,,,,,C1281592,Entire neck
4842,C0153064,Encephalomyelitis| Western Equine,,,,,,,,
4842,,,C0028643,Numbness,,,,,,
4842,,,,,C0002928,Spinal Anesthesia,,,,
4842,,,,,,,,,C0015392,Eye
4842,,,,,,,,,C1281573,Entire bladder
4843,C0012634,Disease,,,,,,,,
4843,,,,,C0188970,Operation on nose,,,,
4843,,,,,C0035467,rhinoplasty,,,,
4843,,,,,C0087111,Therapeutic procedure,,,,
4843,,,,,,,,,C1281591,Entire face
4843,,,,,,,,,C0028429,Nose
4858,C0011168,Deglutition Disorders,,,,,,,,
4858,,,,,,,,,C0023078,Larynx
4858,,,,,,,,,C0022742,Knee
4858,,,,,,,,,C0017681,glottis
4858,,,,,,,,,C1281592,Entire neck
4861,C0012634,Disease,,,,,,,,
4861,,,,,C0813221,Operation on labia,,,,
4861,,,,,,,,,C1278911,Entire lip
4864,C0155017,Color Blindness| Blue,,,,,,,,
4864,,,,,,,,,C1269537,Entire brain
4866,C2931384,Moyamoya disease 1,,,,,,,,
4866,,,C0030193,Pain,,,,,,
4869,C0032460,Polycystic Ovary Syndrome,,,,,,,,
4869,,,,,C0886384,5 minutes Office visit,,,,
4869,,,,,,,,,C1281590,Entire head
4869,,,,,,,,,C0040132,Thyroid Gland
4869,,,,,,,,,C0018494,Hair
4870,C0011119,Decompression Sickness,,,,,,,,
4870,,,C0008031,Chest Pain,,,,,,
4870,,,C0231528,Myalgia,,,,,,
4870,,,C0700184,Throat irritation,,,,,,
4870,,,C0030193,Pain,,,,,,
4870,,,,,,,,,C1281590,Entire head
4870,,,,,,,,,C0224337,Skeletal muscle structure of thorax
4873,C0012634,Disease,,,,,,,,
4873,,,,,,,,,C1269078,Entire upper limb
4875,C0020538,Hypertensive disease,,,,,,,,
4875,,,C0600142,Hot flushes,,,,,,
4877,C1274748,Craniofacial hyperhidrosis,,,,,,,,
4877,,,C0700590,Increased sweating,,,,,,
4877,,,,,C3687832,DRUGS,,,,
4877,,,,,,,,,C0018563,Hand
4877,,,,,,,,,C0038989,Sweat Glands
4882,C0272302,Gray Platelet Syndrome,,,,,,,,
4882,,,,,,,,,C1281590,Entire head
4891,C0039240,Supraventricular tachycardia,,,,,,,,
4891,,,C0221512,Stomach ache,,,,,,
4891,,,C0012833,Dizziness,,,,,,
4891,,,,,C1522704,Exercise Pain Management,,,,
4891,,,,,,,,,C0230431,Structure of right knee
4891,,,,,,,,,C0018787,Heart
4892,C0039240,Supraventricular tachycardia,,,,,,,,
4892,,,C0235240,Pounding heart,,,,,,
4892,,,,,C0886384,5 minutes Office visit,,,,
4892,,,,,C3687832,DRUGS,,,,
4892,,,,,C0152277,Incision and drainage,,,,
4892,,,,,C1522704,Exercise Pain Management,,,,
4892,,,,,C0058928,ECHO protocol,,,,
4892,,,,,C0087111,Therapeutic procedure,,,,
4892,,,,,C0547070,Ablation,,,,
4892,,,,,C1261381,Destructive procedure (surgical),,,,
4892,,,,,,,,,C0018787,Heart
4893,C0039240,Supraventricular tachycardia,,,,,,,,
4893,,,,,,,,,C0018787,Heart
4894,C0039240,Supraventricular tachycardia,,,,,,,,
4894,,,C1744601,Abnormal heart beat,,,,,,
4894,,,C0221423,Illness (finding),,,,,,
4894,,,C0030193,Pain,,,,,,
4894,,,,,C1261381,Destructive procedure (surgical),,,,
4894,,,,,C0547070,Ablation,,,,
4895,C0039240,Supraventricular tachycardia,,,,,,,,
4895,,,C0302539,spells (neurological symptom),,,,,,
4895,,,,,C0204558,Group reassurance,,,,
4895,,,,,C0547070,Ablation,,,,
4895,,,,,,,,,C0018787,Heart
4895,,,,,,,,,C1184743,bony process
4895,,,,,,,,,C0423866,Lanugo
4896,C0039240,Supraventricular tachycardia,,,,,,,,
4896,,,,,,,,,C1280541,Entire nerve
4897,C0039240,Supraventricular tachycardia,,,,,,,,
4897,,,,,C0018821,Cardiac Surgery procedures,,,,
4897,,,,,C0162563,Cardiac ablation,,,,
4897,,,,,C0184661,Interventional procedure,,,,
4897,,,,,C0547070,Ablation,,,,
4898,C0039240,Supraventricular tachycardia,,,,,,,,
4899,C0039240,Supraventricular tachycardia,,,,,,,,
4899,,,,,C0332293,Treated with,,,,
4900,C0039240,Supraventricular tachycardia,,,,,,,,
4900,,,C0012833,Dizziness,,,,,,
4900,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
4900,,,C0220870,Lightheadedness,,,,,,
4900,,,,,C3272275,Urgent Procedure,,,,
4900,,,,,,,,,C0018787,Heart
4900,,,,,,,,,C1281591,Entire face
4901,C0039240,Supraventricular tachycardia,,,,,,,,
4902,C0039240,Supraventricular tachycardia,,,,,,,,
4902,,,,,C0204558,Group reassurance,,,,
4902,,,,,C0547070,Ablation,,,,
4902,,,,,,,,,C0018787,Heart
4903,C0039240,Supraventricular tachycardia,,,,,,,,
4903,,,,,,,,,C1552134,20s
4904,C0039240,Supraventricular tachycardia,,,,,,,,
4904,,,C0027769,Nervousness,,,,,,
